all_names,entity_type,notes
"LOS ANGELES CWWD 40, REG. 39-ROCK CREEK",water_system,
"CALEXICO, CITY OF",water_system,
ELK CREEK COMMUNITY S.D.,water_system,
FCWWD 41/SHAVER LAKE,water_system,
NEW AVENUE MUTUAL WATER COMPANY,water_system,
RIVERDALE PUBLIC UTILITY DISTRICT,water_system,
ORICK C.S.D.,water_system,
MAXWELL PUBLIC UTILITY DISTRICT,water_system,
VALLEY SPRINGS PUD,water_system,
THE BOEING COMPANY - HDAIT,water_system,
REDWOOD GLEN CAMP & CONFERENCE CTR,water_system,
LOS ANGELES WORLD AIRPORTS,water_system,
CITY OF SUSANVILLE,water_system,
INDIAN CREEK TRAILER PARK,water_system,
MAURITSON LABOR HOUSE,water_system,
LOS VAQUEROS INTERPRETIVE CENTER,water_system,
BIRD INDUSTRIAL COMPLEX,water_system,
"CA STATE PARKS - EMERALD BAY, EAGLE POIN",water_system,
BRADLEY UNION SCHOOL WS,water_system,
FERNWOOD WS,water_system,
DOUBLETREE RANCH WATER SYSTEM,water_system,
SWEET BRIAR CAMP,water_system,
MOSS MOBILE MANOR,water_system,
PORT HUENEME WATER AGENCY,water_system,
"SAN FERNANDO-CITY, WATER DEPT.",water_system,
"SONOMA, CITY OF",water_system,
CLOVERDALE MUTUAL WATER CO.,water_system,
TULLY MOBILE ESTATES,water_system,
"EL SEGUNDO-CITY, WATER DEPT.",water_system,
SERENO DEL MAR WATER COMPANY (PUC),water_system,
CITY OF SANTA MARIA UTILITIES DEPARTMENT,water_system,
CAL AM - BASS LAKE,water_system,
MIRA MONTE WATER CO.,water_system,
LAKESIDE WOODS MUTUAL WATER CO,water_system,
WILLOW PARK MARINA,water_system,
SEQUOIA CREST MUTUAL WATER COMPANY,water_system,
DOLLAR GENERAL STORE  #15320,water_system,
DANTE CLUB OF FRESNO,water_system,
DINO MART 1,water_system,
HEATHER GLEN COMMUNITY SERVICE DIST,water_system,
MCPR-MIDPINES PARK,water_system,
HOOT OWL CREEK/ALEX. VALLEY VINEYARDS JV,water_system,
Corona Department of Water and Power|Corona Power|Corona Electric,dual_utility,water + electric
SOUTH FORK ESTATES MUTUAL WATER CO,water_system,
WALL WATER,water_system,
KIOTA DIGGINGS WATER SYSTEM,water_system,
HIDDEN MEADOW MUTUAL WATER CO,water_system,
ECHO CHALET INC,water_system,
CITY OF BUELLTON WATER DIVISION,water_system,
DEEP SPRINGS COLLEGE,water_system,
GREENHORN CREEK CSD,water_system,
"CA STATE PARKS - EMERALD BAY, BOAT CAMPG",water_system,
"JOSAN AND JOSAN, INC.",water_system,
USFS/TRIMMER WORK CENTER,water_system,
DINKEY CREEK INN,water_system,
CLAYTON PALMS WATER,water_system,
RIO BEND RV GOLF RESORT & STORM CROSSING,water_system,
COLONIAL PARK,water_system,
SAN AUGUSTIN MUTUAL WATER COMPANY,water_system,
TEHACHAPI CUMMINGS COUNTY WATER DISTRICT,water_system,
PENNGROVE WATER COMPANY (PUC),water_system,
SANTA ANITA MUTUAL WATER COMPANY,water_system,
TWIN HILLS SCHOOL DIST-APPLE BLOSSOM SCH,water_system,
FELLOWSHIP OF FRIENDS,water_system,
SLO CWWD NO. 23 - SANTA MARGARITA,water_system,
PARADISE VALLEY MWC,water_system,
MIDLAND SCHOOL,water_system,
"NEEDLES, CITY OF",water_system,
QUAIL RIDGE RV PARK,water_system,
DOWVILLE TRACT ASSOCIATION,water_system,
AUBERRY LDS CHURCH,water_system,
AUBERRY BRANCH LIBRARY,water_system,
FCSA 43 - RAISIN CITY,water_system,
TERRA NOVA MOBILE HOME PARK,water_system,
CALWEST RAIN - KERMAN,water_system,
CSP - MARCONI CONFERENCE CENTER,water_system,
VERMILION VALLEY RESORT,water_system,
NEVADA ID - LAKE OF PINES,water_system,
"CHINO HILLS, CITY OF",water_system,
HUMBOLDT BAY MWD,water_system,
CITY OF PORTOLA,water_system,
DURHAM IRRIGATION DISTRICT,water_system,
VOLCANO COMMUNITY SERVICE DIST,water_system,
CITY OF GRIDLEY,water_system,
CARRISA PLAINS ELEMENTARY,water_system,
CHICO EASTSIDE LITTLE LEAGUE,water_system,
SUGAR PINE HOMEOWNERS ASSOC,water_system,
BOB'S MARKET,water_system,
MAD RIVER COMPOUND - USFS,water_system,
CASTERLIN SCHOOL,water_system,
CSA 51,water_system,
CAMP WINTHERS,water_system,
HEARTWOOD INSTITUTE,water_system,
MK PROPERTIES,water_system,
VALLEY MOBILE HOME PARK,water_system,
NEW HORIZONS MOBILE/RV PARK,water_system,
LEONI MEADOWS CAMP,water_system,
LAKE SHASTA PINES RV PARK & CAMPGROUND,water_system,
GRAN CIELO MUTUAL WATER COMPANY,water_system,
ALMOND GROVE MOBILE PARK,water_system,
GOLDEN FEATHER MHP,water_system,
STANFORD UNIVERSITY,water_system,
"MANZANA PRODUCTS COMPANY, INC.",water_system,
BRANCH ELEMENTARY SCHOOL,water_system,
PARK ROYAL MUTUAL WATER COMPANY,water_system,
CARVER TRACT MUTUAL WATER COMP,water_system,
ROUND VALLEY SCHOOL,water_system,
APPLE AVE WS #02,water_system,
TALLEY FARMS LABOR HOUSING,water_system,
SOBRE VISTA WATER COMPANY,water_system,
BIG OAK MOBILE HOME PARK WATER,water_system,
WHITE FENCE FARMS MWC NO. 1,water_system,
PLAYA DULCE,water_system,
TAHOE CITY PUD - TAHOE SWISS VILLAGE,water_system,
IVCSD CRESCENT MILLS,water_system,
DOREVA PRODUCE,water_system,
COVELO MOBILE HOME PARK,water_system,
"SAN JOAQUIN, CITY OF",water_system,
HILTON MUTUAL WATER COMPANY,water_system,
SONOMA COUNTY PUB WORKS-CENTRAL LANDFILL,water_system,
AGBAYANI VILLAGE WATER SYSTEM,water_system,
ANDERSON SPRINGS CSD,water_system,
HAGAMAN COUNTY PARK,water_system,
FIREBAUGH TRAVEL PLAZA (SW),water_system,
HENDERSON COUNTY PARK,water_system,
"H2O, INC",water_system,
OK CORRAL,water_system,
IDYLWILDE TRACT ASSOCIATION,water_system,
OLIVE LANE MOBILEHOME PARK,water_system,
PRESERVE AT MILLERTON LAKE WATER SYSTEM,water_system,
ARTISAN COFFEE,water_system,
RSM RESORT LLC,water_system,
HARRINGTON RD WS #07,water_system,
LINDA VISTA MUTUAL WATER CO,water_system,
MOUNTAIN VIEW DUPLEXES,water_system,
MENDOCINO PRESBYTERIAN CHURCH,water_system,
IMPERIAL VALLEY COLLEGE,water_system,
NEVADA ID - LOMA RICA,water_system,
JPD REGIONAL POLICE TRAINING CENTER,water_system,
MD 08 NORTH FORK WATER SYSTEM,water_system,
CAMPOS BROS. FARMS,water_system,
GRANT MARKET WATER SYSTEM,water_system,
SULLY'S RV PARK,water_system,
ROCK CREEK MUTUAL WATER CO.,water_system,
GRATTON SCHOOL,water_system,
CAZADERO PERFORMING ARTS CAMP,water_system,
ROLLING OAKS ROAD ASSOCIATION,water_system,
BLACKHAWK CENTER WATER SYSTEM,water_system,
LOLETA C.S.D.,water_system,
LOMBARDI'S DELI & BBQ,water_system,
NPS PRNS - GLEN AND WILDCAT CAMPGROUNDS,water_system,
DUARTE NURSERY INC WATER SYSTEM,water_system,
WESTERN SIERRA CHARTER SCHOOLS,water_system,
RIVER ROAD PLAZA,water_system,
HITCHCOCK RD WS #01,water_system,
EVERGREEN LODGE,water_system,
CAL FIRE-DEVIL'S GARDEN CAMP,water_system,
SBDNO COUNTY SERVICE AREA 70J,water_system,
STEWARTS POINT WATER SYSTEM,water_system,
ALL SAINTS CAMPGROUND WS,water_system,
CDPR-MCCONNELL,water_system,
GUS S STEAKHOUSE,water_system,
DELORO VALLEY WATER SYSTEM,water_system,
"HEALDSBURG, CITY OF",water_system,
SHADY CREEK OUTDOOR SCHOOL,water_system,
SHASTA FOREST VILLAGE M.W.C.,water_system,
SIERRA REACH MINISTRIES,water_system,
VALIVU ESTATES MHP,water_system,
CITY OF WATERFORD,water_system,
CITY OF MODESTO - SOUTH TURLOCK,water_system,
PAINTED CAVE,water_system,
ANZA BAPTIST CHURCH,water_system,
BARTHOLOMEW FOUNDATION,water_system,
MOORE LEARNING (FORMERLY SHELDON ACRES),water_system,
DURHAM FERRY COMMUNITY SCHOOL,water_system,
RIVERVIEW HOMEOWNERS ASSOCIATION,water_system,
VICTORY MUTUAL WATER COMPANY,water_system,
BLOSSOM TRAIL CAFE,water_system,
NORTH VALLEY SERVICES,water_system,
E HEADSTART,water_system,
GRACE COMMUNITY FELLOWSHIP,water_system,
THOMAS AQUINAS COLLEGE,water_system,
BIBLE BAPTIST ACADEMY,water_system,
CHIRI SWEET WATER COMPANY,water_system,
HUGHSON NUT COMPANY WATER SYSTEM,water_system,
OUR LADY OF ASSUMPTION CHURCH,water_system,
"NPS - DEATH VALLEY, FURNACE CREEK",water_system,
WILLOWSIDE TERRACE WATER ASSOCIATION,water_system,
RANCHO DEL REY GOLF CLUB,water_system,
MERCED ADVENTIST CHURCH WATER SYS.,water_system,
FOSTER FARMS CHICKEN LIVEHAUL (SYCAMORE,water_system,
HILMAR CHEESE COMPANY,water_system,
HUGHSON NUT INC. - LIVINGSTON,water_system,
MERCED GOLF & COUNTRY CLUB,water_system,
INGOMAR PACKING,water_system,
FOSTER FARMS DELHI FEEDMILL COLLIER ROAD,water_system,
SHILOH MOBILE HOME PARK & WATER SYSTEM,water_system,
BODEGA WATER COMPANY,water_system,
TREEBONES RESORT WS,water_system,
TIERRA BONITA MUTUAL WATER,water_system,
EL DORADO MUTUAL WATER CO.,water_system,
CCI - TEHACHAPI,water_system,
GOLDEN ARCO,water_system,
WHISKEY RIVER SALOON,water_system,
RANCHO SANTA TERESA MW CO.,water_system,
"VIEIRA'S RESORT, INC",water_system,
DP&R - MCARTHUR-BURNEY FALLS SP,water_system,
MORNING STAR PKG. CO.-WMS.,water_system,
TNF-SARDINE LAKE/SALMON CREEK,water_system,
CLARK STREET COMMUNITY WELL,water_system,
ARBOR MOBILE HOME PARK WS,water_system,
RICHMOND ELEMENTARY SCHOOL,water_system,
"IMPERIAL, CITY OF",water_system,
HOLLAND RIVERSIDE MARINA,water_system,
YUIMA MUNICIPAL WATER DISTRICT IDA,water_system,
REDWOOD VALLEY COUNTY WATER DISTRICT,water_system,
ORLEANS MUTUAL WATER COMPANY,water_system,
SEGURA'S RV PARK LLC,water_system,
VENTURA WWD NO. 8 - SIMI VALLEY,water_system,
SIERRA EAST HOA,water_system,
OXNARD WATER DEPT,water_system,
CITY OF DIXON,water_system,
ALPINE SPRINGS COUNTY WATER DISTRICT,water_system,
GREEN RIVER MUTUAL WATER CO.,water_system,
California Water Service Company|California Water Service|Cal Water|CalWater|CWS,water_iou,Class A; largest CA water IOU
AGAPE MUTUAL WATER SYSTEM,water_system,
"PARREIRA ALMOND PROCESSING COMPANY, LLC",water_system,
FRANCES DEA,water_system,
SCHELBY SCHOOL,water_system,
APOSTOLIC TABERNACLE,water_system,
SA 14 CHUK CHANSE SUBDIVISION,water_system,
BORON CSD,water_system,
OXXO MINI MART,water_system,
MUSTANG SPRINGS MUTUAL WATER,water_system,
BLOOMINGCAMP WATER SYSTEM,water_system,
SATICOY COUNTRY CLUB-CITY OF VENTURA,water_system,
FEE WATER SYSTEM,water_system,
MUSICK HEIGHTS MUTUAL,water_system,
THE TRAILHEAD,water_system,
"BAKERSFIELD, CITY OF",water_system,
LUCERNE WATER CO. - CAL WATER SERVICE,water_system,
CYPRESS CANYON WATER SYSTEM,water_system,
SUNRISE MOUNTAIN MUTUAL WATER COMPANY,water_system,
SBDNO COUNTY SERVICE AREA 64,water_system,
CWS - UPPER BODFISH WATER SYSTEM,water_system,
MD 40 SUNSET RIDGE ESTATES,water_system,
HOWELL'S LAKESIDE  WATER CO.,water_system,
BREESE SUBDIVISION 2,water_system,
"HOLTVILLE, CITY OF",water_system,
NASA AMES RESEARCH CENTER,water_system,
MILLPOND RECREATION AREA,water_system,
4N MOBILEHOME PARK,water_system,
DUNLAP K-8 SCHOOL,water_system,
COUNTRY WESTERN MHRV,water_system,
WESTERNER MOBILE HOME PARK,water_system,
PRESIDIO OF SAN FRANCISCO,water_system,
HARRIS FEEDING COMPANY,water_system,
CWS - VISALIA,water_system,
DEL NORTE MUTUAL WATER CO.,water_system,
LLOYD-BUTLER MUTUAL WATER COMPANY,water_system,
VENTURA WATER DEPARTMENT,water_system,
TAHOE CITY PUD - MADDEN CREEK,water_system,
CAMP OWEN WATER SYSTEM,water_system,
BURLANDO HEIGHTS MUTUAL WATER CO.,water_system,
B & R FARMS,water_system,
JOHN LATORACCA CORRECTIONAL FACILITY,water_system,
RESENDIZ FRUIT BARN,water_system,
PSMCSD - BLACKIE RD WS,water_system,
ALLEN ROAD MUTUAL WATER SYSTEM,water_system,
TOMALES TIN BUILDING,water_system,
RAMONA WATER COMPANY,water_system,
FCPG/AVOCADO LAKE PARK,water_system,
ST NICHOLAS RANCH & RETREAT,water_system,
WOODLAND HEIGHTS MWC,water_system,
"BURCHELL NURSERY, INC",water_system,
LAWSON S LANDING,water_system,
MADERA CO MD1-HIDDEN LAKE ESTATES,water_system,
SUMMIT VIEW RANCH MUTUAL WATER CO.,water_system,
TIMBER COVE COUNTY WATER DISTRICT,water_system,
FIRCREST MUTUAL WATER COMPANY,water_system,
IRISH BEACH WATER DISTRICT,water_system,
BIOLA COMMUNITY SERVICES DIST,water_system,
MOUNTAIN VALLEY APTS & RVP,water_system,
BISHOP CREEK LODGE,water_system,
"BUD ANTLE, LLC- MARINA FACILITY WS",water_system,
KENWOOD VINEYARDS AND WINERY,water_system,
RANCHO COLORADO WS,water_system,
KOUNTRY KORNERS MHP,water_system,
QUINTETTE SERVICE CORP WATER,water_system,
JUANITA COURT MUTUAL WATER,water_system,
BAKER RANCH WATER CORP,water_system,
LAKESIDE PARK ASSOCIATION,water_system,
FOLSOM LAKE MUTUAL WATER CO,water_system,
Suburban Water Systems|Suburban Water|SWS,water_iou,Class A; San Gabriel Valley
BETABEL RV RESORT,water_system,
HEIGHTS MUTUAL WATER COMPANY,water_system,
OCEAN'S EDGE ESTATES,water_system,
"TRINITY LAKE MARINAS, LLC.",water_system,
NEW MEADOWS,water_system,
ASPENDELL MUTUAL WATER COMPANY,water_system,
MD 95 RANCHOS WEST,water_system,
SHAMROCK MOBILE HOME PARK,water_system,
OCOTILLO WELLS SVRA - HQ,water_system,
SLIDE RANCH,water_system,
KINGDOM HALL OF JEHOVAH S WITNESSES,water_system,
SAN LUIS OBISPO WATER DEPARTMENT,water_system,
BOX SPRINGS MUTUAL WC,water_system,
FOREST VILLAGE LLC,water_system,
CITY OF MODESTO - WALNUT MANOR,water_system,
CHOWCHILLA CITY WATER DEPT,water_system,
SUISUN-SOLANO WATER AUTHORITY,water_system,
ELKS LODGE PARK,water_system,
MCPR-CATHEY S VALLEY PARK,water_system,
"WOODLAKE, CITY OF",water_system,
KERN VALLEY AIRPORT,water_system,
MICHAEL LUCAS WATER SYSTEM,water_system,
TEEN CHALLENGE,water_system,
SMART STOP FOOD MART (EH),water_system,
OAKDALE CHEESE & SPECIALTIES,water_system,
CITY OF GILROY,water_system,
USFS/RANCHERIA CAMPGROUND,water_system,
RIVER VIEW MHC LLC,water_system,
SALIDA HULLING ASSOCIATION WATER SYSTEM,water_system,
WATERFORD SPORTSMEN'S CLUB,water_system,
WESTLEY PROPERTY LLC,water_system,
GRACE COMMUNITY CHRISTIAN CHURCH,water_system,
OLANCHA RV AND MHP,water_system,
VISTA DEL TORO WS,water_system,
SERRANO WATER DISTRICT,water_system,
EBRPD LITTLE HILLS,water_system,
SADDLEBACK MUTUAL WATER CO.,water_system,
MINERAL HOMEOWNER'S ASSN,water_system,
GRAY'S MART AND GAS,water_system,
MOUNT DIABLO STATE PARK,water_system,
KINNELOA IRRIGATION DIST.,water_system,
"WEED, CITY OF",water_system,
CITY OF FOUNTAIN VALLEY,water_system,
FALL RIVER VALLEY CSD,water_system,
CAL ORE MOBILE ESTATES,water_system,
BAYCLIFF WATER,water_system,
AERA ENERGY-LLC,water_system,
RAINBOW MUNICIPAL WD,water_system,
"BUD ANTLE, LLC-SOLEDAD FACILITY WS",water_system,
THE RENTAL PLACE,water_system,
COUNTRY JUNCTION DELI,water_system,
TOWN OF HILLSBOROUGH,water_system,
STRATHMORE PUBLIC UTIL DIST,water_system,
GLORIA FERRER CAVES,water_system,
NORTHWEST PREP CHARTER SCHOOL,water_system,
TRIPLE R MUTUAL WATER CO,water_system,
KINGS RIVER ESTATES MUTUAL WATER COMPANY,water_system,
TRINITY CO. W.W. DIST #1,water_system,
EASTSIDE WATER ASSOCIATION,water_system,
EL NIDO ELEMENTARY SCHOOL,water_system,
TUT BROTHERS FARM #96,water_system,
SANTA MARGARITA WATER DISTRICT,water_system,
BETHEL MARKET,water_system,
CRESTVIEW MUTUAL WATER CO,water_system,
CITY OF SAN BRUNO,water_system,
LAGUNA DEL SOL INC,water_system,
CDCR - SIERRA CONSERVATION CENTER,water_system,
CALPELLA COUNTY WATER DISTRICT,water_system,
YOSEMITE NPS-WAWONA,water_system,
LA CIMA FIRE CENTER,water_system,
MILL CREEK M.W.C.,water_system,
MENF-LETTS LAKE CG,water_system,
IMMANUEL SPORTS COMPLEX,water_system,
OASIS MARKET,water_system,
FCSA 39 - A AND B,water_system,
SUNNYSLOPE CAMPGROUNDS,water_system,
NEW LIFE MARINA,water_system,
FOREST PARK MWC,water_system,
FCSA 31 - SHAVER LAKE COMM. CENTER,water_system,
SAN ANTONIO CANYON MSC,water_system,
LINCOLN AVENUE WATER CO.,water_system,
GREEN VALLEY MWC,water_system,
TASCO SPRECKELS WATER COMPANY,water_system,
MT BALDY HOMEOWNERS ASSN.,water_system,
CHAMISAL MWC,water_system,
TRACT 180 MUTUAL WATER CO.,water_system,
Liberty Utilities California Pacific Electric Company|Liberty Utilities|CalPeco|Liberty Electric,electric_iou,Tahoe/Truckee CA service area; Algonquin Power subsidiary
STRAWBERRY LODGE MWC,water_system,
RAMONA MUNICIPAL WD,water_system,
TOMALES HIGH SCHOOL,water_system,
LEDBETTER WATER SYSTEM,water_system,
KINGS RIVER PACKING-CENTERVILLE,water_system,
BASSETT'S STATION,water_system,
MENLO PARK MUNICIPAL WATER,water_system,
OAKMONT WATER SYSTEM,water_system,
CHEMEKETA PARK MUTUAL WATER COMPANY,water_system,
RIDGE MUTUAL WATER COMPANY,water_system,
RANCHO ROBLES MUTUAL WATER COMPANY,water_system,
PACIFIC COAST ENERGY COMPANY,water_system,
STANFORD SIERRA CAMP,water_system,
"COTATI, CITY OF",water_system,
GURUDWARA GURU NANAK SAHIB,water_system,
KINGDOM HALL JEHOVAH WITNESS,water_system,
"ROBERTS FERRY NUT CO, INC (WS)",water_system,
RIVER RD WS #25,water_system,
ALAMEDA COUNTY FAIRGROUNDS,water_system,
SOUTH MIDWAY CITY MUTUAL WATER CO.,water_system,
MOUNTAIN CENTER CAFE,water_system,
S & T MUTUAL WATER COMPANY,water_system,
WOODLAND PARK MUTUAL WATER CO,water_system,
WOODVILLE PUBLIC UTILITY DIST,water_system,
RIVER ROAD MUTUAL WATER COMPANY,water_system,
CENTRAL CA ALMOND GROWERS ASSN,water_system,
GROWERS DIRECT NUT COMPANY,water_system,
ONE STOP WS,water_system,
CAMP STEVENS,water_system,
BLUFFS WS,water_system,
CITY OF HAYWARD,water_system,
COVENANT GROVE CHURCH,water_system,
J & J FARM FRESH PRODUCE & BAKERY,water_system,
CITY OF OAKDALE -KERR PARK,water_system,
FOX GROVE FISHING ACCESS,water_system,
LIBERTY BAPTIST CHURCH,water_system,
COW CREEK PERMITTEES ASSOCIATION,water_system,
CITY OF RED BLUFF,water_system,
AZURE ACRES CD RECOVERY CENTER,water_system,
TOWN OF SUNOL - SFPUC,water_system,
VFW POST 5059 WATER SYSTEM,water_system,
FRANK RAINES PARK OHV,water_system,
"GAWFCO ENTERPRISES, INC.",water_system,
ORANGE BLOSSOM RECREATION AREA,water_system,
MODESTO RESERVOIR,water_system,
HAMLET MOTEL,water_system,
MARTINEZ APARTMENTS,water_system,
BLUEBELL VALLEY MWC,water_system,
CAL FIRE BASELINE CONSERVATION CAMP,water_system,
BERKELEY  TUOLUMNE CAMP,water_system,
CAMP MATHER,water_system,
CAMP TUOLUMNE TRAILS,water_system,
HEAVENLY HILLS CHRISTIAN CAMP,water_system,
BELLEVIEW OAKS MUTUAL WATER CO,water_system,
PINE VALLEY MUTUAL WC,water_system,
MANNING GARDENS CARE CENTER INC,water_system,
"THE OAKS VENTURE, LLC",water_system,
WILLOWSIDE MUTUAL WATER COMPANY,water_system,
WALKER CREEK RANCH EDUCATIONAL CENTER,water_system,
CLEAR CREEK WATER COMPANY,water_system,
DESERT SPRINGS MWC,water_system,
BUTTERFIELD RANCH,water_system,
OAKVALE PARK,water_system,
TAHOE TRAVEL INN,water_system,
MOSS LANDING MWC,water_system,
SOUTH COAST WATER DISTRICT,water_system,
STRIPE N SEAL,water_system,
BODEGA BAY OYSTER COMPANY,water_system,
TWIN HILLS VINEYARD,water_system,
DIAMOND JACK'S RV RANCH,water_system,
CITY OF DAVIS,water_system,
Suburban Water Systems|Suburban Water|SWS,water_iou,Class A; San Gabriel Valley
FISHER NUT,water_system,
BAKERSFIELD 420 CLUB,water_system,
PINE HILLS MUTUAL WATER COMPANY,water_system,
CITY OF ANAHEIM,water_system,
Golden State Water Company|Golden State Water|GSWC|American States Water Company|AWR,water_iou,subsidiary of American States Water
BROADWAY MARKET,water_system,
OAK KNOLL VILLAGE,water_system,
MITCHELL'S AVENUE E MOBILE HOME PARK,water_system,
ANTELOPE PARK MUTUAL WATER COMPANY,water_system,
LEISURE LAKE MOBILE ESTATES,water_system,
"PARAMOUNT - CITY, WATER DEPT.",water_system,
INDIO WATER AUTHORITY,water_system,
California Water Service Company|California Water Service|Cal Water|CalWater|CWS,water_iou,Class A; largest CA water IOU
BISHOP COUNTRY CLUB,water_system,
WILLIAM TELL HOUSE,water_system,
SID - GIBSON CANYON,water_system,
"BRANGER MUTUAL WATER COMPANY, INC.",water_system,
ARBUCKLE GOLF CLUB,water_system,
MIDWAY MOBILEHOME PARK,water_system,
BAKMAN WATER-ROLLING HILLS,water_system,
CAMP SHELLY,water_system,
PINE HILL TERRACE MOBILE HOME PARK,water_system,
THE GARLIC COMPANY,water_system,
THUNDERBIRD CWD,water_system,
COHASSET INDUSTRIAL PARK,water_system,
PRESENTATION SCHOOL,water_system,
OPAL FRY AND SON,water_system,
GREEN VALLEY FLORAL-POTTER RD WS,water_system,
SIERRA GRANDE ESTATES MUTUAL WATER CO.,water_system,
RUTHERFORD HILL MUTUAL WATER,water_system,
STONERIDGE MOBILE HOME PARK,water_system,
LUNDY MUTUAL WATER COMPANY,water_system,
"WHITTIER-CITY, WATER DEPT.",water_system,
HEBER PUBLIC UTILITY DISTRICT,water_system,
JUNCTION ELEMENTARY SCHOOL,water_system,
GAZELLE SCHOOL,water_system,
"SHASTA CSA - FRENCH GULCH, #11",water_system,
GOLDEN VALLEY MUNICIPAL WATER DISTRICT,water_system,
MADERA MH & RV PARK,water_system,
BUTTEVILLE UNION SCHOOL,water_system,
TERHEL FARMS TRAILER PARK 01,water_system,
PLEASANT GROVE MHP,water_system,
THE OAKS,water_system,
SONOMA COUNTY PARKS-STILLWATER COVE,water_system,
