_id,ID,CREATE DATE,Status,Shortage Type,Primary Usages,Household Support,Water Issues,Approximate Issue Start Date,County,CITY,LATITUDE,LONGITUDE,Well Depth,Was Issue Resolved?,Approximate Repair Cost,Additional Info,Well to Water Depth,Measure Date,Pump Rate Reduction,Report Date,StatusType,Region
102,138,12/03/2014,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",10/26/2014,Tuolumne,SONORA,37.9361741,-120.2815526,,"No, on drilling wait list
",,,,,,2014-12-03T00:00:00,Outage,Inland
103,139,12/03/2014,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",10/26/2014,Tuolumne,SONORA,37.988356,-120.459077,,"No, on drilling wait list
",,,,,,2014-12-03T00:00:00,Outage,Inland
104,140,12/02/2014,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",10/13/2014,Tuolumne,SONORA,37.993221,-120.44017,,"Yes, drilled replacement well
",,,,,,2014-12-02T00:00:00,Resolved,Inland
105,141,12/03/2014,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/07/2014,Tuolumne,SONORA,37.9875535,-120.3845662,,"Yes, deepened the well
",,,,,,2014-12-03T00:00:00,Resolved,Inland
106,142,10/09/2014,Outage,Dry well (groundwater),Combination of Household/Agriculture,owner-occupied,"Reduction in water pressure, lower flows.
",06/01/2014,Tuolumne,Columbia,38.019904,-120.41945,,"Current Outage
",,,,,,2014-10-09T00:00:00,Outage,Inland
107,143,12/03/2014,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",11/10/2014,Tuolumne,Sonora,37.990646,-120.283528,,"No, on drilling wait list
",,,,,,2014-12-03T00:00:00,Outage,Inland
108,144,12/02/2014,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",01/13/2014,Tuolumne,Groveland,37.852302,-120.220494,,"Yes, drilled replacement well
",,,,,,2014-12-02T00:00:00,Resolved,Inland
109,145,12/02/2014,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/14/2014,Tuolumne,Twain Harte,38.038502,-120.225474,,"Yes, drilled replacement well
",,,,,,2014-12-02T00:00:00,Resolved,Inland
110,146,08/06/2015,Outage,Dry well (groundwater),Household,owner-occupied,"NEW WELL DRILLED-DRY
",06/24/2015,Del Norte,KLAMATH,41.5484728,-124.0724424,120',"No, cannot afford to finance solutions
",,,120',06/24/2015,,2015-08-06T00:00:00,Outage,Coastal
111,147,08/06/2015,Resolved,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",06/16/2015,Del Norte,Crescent City,41.7920299,-124.170941,60',"Yes, drilled replacement well
",,,,,,2015-08-06T00:00:00,Resolved,Coastal
112,148,09/18/2014,Outage,Dry well (groundwater),Household,renter and owner occupied,"Well is dry (no longer producing water)
,for 1.5 years
",09/04/2014,San Mateo,La Honda,37.3191606,-122.2752331,NA,"No, trucking in water
,Cannot afford well drilling or County permitting costs
",NA,,UNK,,March 2012,2014-09-18T00:00:00,Outage,Coastal
113,149,09/30/2014,Outage,Dry well (groundwater),Household,owner-occupied,"Well is catching air, have to wait to be able to pump.
",07/14/2014,Lassen,Susanville,40.368991,-120.640015,150 feet,"No, on drilling wait list
",,,,,,2014-09-30T00:00:00,Outage,Inland
114,150,01/13/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",10/25/2014,Lassen,Susanville,40.6604699,-120.777174,50',"No, getting water from our neighbors with a hose
",,,,,,2015-01-13T00:00:00,Outage,Inland
115,151,10/14/2014,Outage,Dry well (groundwater),Household,owner-occupied,"Well is catching air, have to wait to be able to pump.
,low well flows;
",09/01/2014,Lassen,Susanville,40.659319,-120.773474,60 feet,"No, on drilling wait list
",,,,,,2014-10-14T00:00:00,Outage,Inland
116,152,10/17/2014,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",10/10/2014,Kings,Hanford,36.315881,-119.619559,,"No, trucking in water
",,,,,,2014-10-17T00:00:00,Outage,Inland
117,153,10/17/2014,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",10/17/2014,Kings,Hanford,36.298103,-119.490553,,"No, getting water from our neighbors with a hose
",,,,,,2014-10-17T00:00:00,Outage,Inland
118,154,08/14/2014,Outage,Dry well (groundwater),Combination of Household/Agriculture,renter-occupied,"Reduction in water pressure, lower flows.
",05/15/2014,El Dorado,Somerset,38.59876089999999,-120.7474309,,"No, getting water from our neighbors with a hose
",,,,,Yes,2014-08-14T00:00:00,Outage,Inland
119,155,10/20/2014,Undefined,Dry well (groundwater),Combination of Household/Agriculture,owner-occupied,"Well is pumping sand, muddy water.
",10/05/2014,Yolo,Capay,38.763901,-122.059077,140.0,"Resident did not follow throrough on actions for Groundwater Assistance Program
",,,,,,2014-10-20T00:00:00,Outage,Inland
120,156,10/20/2014,Undefined,Dry well (groundwater),Combination of Household/Agriculture,owner-occupied,"Well is dry (no longer producing water)
",07/15/2014,Yolo,Guinda,38.833309,-122.212425,190.0,"Resident did not follow through the get assistance from Groundwater Assistance Program
",,,,09/25/2014,It's no longer producing any water,2014-10-20T00:00:00,Outage,Inland
121,157,07/06/2015,Resolved,Dry well (groundwater),Household,owner-occupied,"Anticipated to go dry; Measurements indicate well will go dry within 30-40 days
",04/01/2015,Yolo,Davis,38.572018,-121.86572,125.0,"Yes, drilled replacement well
",,,90.47,07/05/2015,"No, it's pumping at the same rate",2015-07-06T00:00:00,Resolved,Inland
122,158,07/01/2015,Resolved,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows; well concerns
",05/15/2015,Yolo,Davis,38.54632,-121.823603,250 feet,"Yes, lowered the pump bowl
",,,60.0,06/01/2015,New pump installed is 5% lower than old,2015-07-01T00:00:00,Resolved,Inland
123,159,07/01/2015,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is pumping sand, muddy water.
,Well anticipated to go dry;
",10/01/2015,Yolo,Winters,38.5458948,-122.0170888,130 ft,"Yes, lowered the pump bowl
",,,,,,2015-07-01T00:00:00,Resolved,Inland
124,160,04/24/2015,Resolved,Dry well (groundwater),Combination of Household/Agriculture,owner-occupied,"Well is dry (no longer producing water)
",07/20/2014,Yolo,Capay,38.707261,-122.051313,34',"Yes, drilled replacement well
",,,,,,2015-04-24T00:00:00,Resolved,Inland
125,162,08/07/2014,Undefined,Dry well (groundwater),Household,unknown,"Well is dry (no longer producing water)
",08/06/2014,Nevada,Grass Valley,39.086689,-121.065265,500.0,"they requested a well completion report
",,,,,,2014-08-07T00:00:00,Outage,Inland
126,163,08/11/2015,Interim Solution,Dry well (groundwater),Combination of Household/Agriculture,owner-occupied,"Well is dry (no longer producing water)
",08/01/2015,Solano,Fairfield,38.297474,-122.131775,Unknown,"No, getting water from our neighbors with a hose
",,,,,,2015-08-11T00:00:00,Resolved,Coastal
127,166,06/10/2015,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/08/2015,Merced,Livingston,37.360304,-120.6776186,57.0,"
",,,,,It's no longer producing any water,2015-06-10T00:00:00,Outage,Inland
128,172,06/03/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/20/2015,Merced,Winton,37.405719,-120.641678,,"No, cannot afford to finance solutions
,purchasing drinking water/taking showers at truck stops
",,,100 feet,05/15/2015,It's no longer producing any water,2015-06-03T00:00:00,Outage,Inland
129,179,08/04/2015,Resolved,Dry well (groundwater),Household,2 houses,"Well is dry (no longer producing water)
",09/22/2014,Merced,Atwater,37.323653,-120.556697,64 feet,"Yes, lowered the pump bowl
",179.00 paid just check the depth of the well,,unk,,"No, it's pumping at the same rate",2015-08-04T00:00:00,Resolved,Inland
130,180,08/05/2015,Undefined,Dry well (groundwater),Combination of Household/Agriculture,owner-occupied,"spilting water; not quite out of water
",06/01/2015,Merced,Livingston,37.379103,-120.696216,unk,"no
",no,,,,Not sure,2015-08-05T00:00:00,Outage,Inland
131,181,08/05/2015,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/01/2015,Merced,Merced,37.287434,-120.348644,80 ft,"permit
",,,unk,,,2015-08-05T00:00:00,Outage,Inland
132,188,04/07/2015,Outage,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",07/01/2014,San Joaquin,ESCALON,37.7899861,-121.051885,,"No, on drilling wait list
",,,,,,2015-04-07T00:00:00,Outage,Inland
133,189,04/07/2015,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is pumping sand, muddy water.
",06/01/2014,San Joaquin,STOCKTON,37.9880725,-121.194344,,"Yes, drilled replacement well
",,,125.0,03/30/2015,,2015-04-07T00:00:00,Resolved,Inland
134,190,07/20/2015,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/01/2015,San Joaquin,ESCALON,37.81194,-121.067383,NOT KNOWN,"Yes, drilled replacement well
",,,,,,2015-07-20T00:00:00,Resolved,Inland
135,191,07/21/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/01/2015,San Joaquin,Escalon,37.750209,-120.9408573,,"No, getting water from our neighbors with a hose
,No, on drilling wait list
",,,67 FEET,05/01/2015,Not sure,2015-07-21T00:00:00,Outage,Inland
136,192,07/20/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
,Well is pumping sand, muddy water.
",07/20/2015,San Joaquin,RIPON,37.7384259,-121.156781,,"No, on drilling wait list
",,,NO MEASUREMENT TAKEN,,It's no longer producing any water,2015-07-20T00:00:00,Outage,Inland
137,193,10/16/2014,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",10/08/2014,San Joaquin,ESCALON,37.841925,-120.978688,,"Submitted permit to drill new well
",,,100 feet,10/08/2014,,2014-10-16T00:00:00,Outage,Inland
138,194,05/27/2015,Outage,Dry well (groundwater),Household,renter-occupied,"LOW WATER LEVEL, TRIED TO LOWER PUMP
",04/01/2015,San Joaquin,ESCALON,37.763385,-120.96007,65',"No, on drilling wait list
",,,65',04/01/2015,Not sure,2015-05-27T00:00:00,Outage,Inland
139,195,10/13/2014,Outage,Dry well (groundwater),Combination of Household/Agriculture,owner-occupied,"Well is dry (no longer producing water)
",09/13/2014,San Joaquin,Oakdale,37.828512,-120.95209,88 feet Total Depth,"No, Still need to contact a well drill
",,,,,,2014-10-13T00:00:00,Outage,Inland
140,196,03/30/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",12/01/2015,San Joaquin,STOCKTON,38.047934,-121.262288,,"No, cannot afford to finance solutions
",,,,,Not sure,2015-03-30T00:00:00,Outage,Inland
141,197,08/05/2015,Undefined,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/01/2015,San Joaquin,STOCKTON,37.983194,-121.103484,,"
",,,,,,2015-08-05T00:00:00,Outage,Inland
142,198,05/27/2015,Outage,Dry well (groundwater),Household,owner-occupied,"LOWERED PUMP LAST YEAR AND NOT ENOUGH WATER
",05/01/2014,San Joaquin,ESCALON,37.8301227,-121.0714809,,"No, on drilling wait list
",,,65',05/27/2015,Not sure,2015-05-27T00:00:00,Outage,Inland
143,199,07/29/2015,Outage,Dry well (groundwater),Household,renter-occupied,"Reduction in water pressure, lower flows.
",07/25/2015,San Joaquin,escalon,37.8147779,-121.022673,,"No, permit issued to drill new well
",,,110',07/21/2015,Not sure,2015-07-29T00:00:00,Outage,Inland
144,200,08/18/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",08/01/2015,San Joaquin,ACAMPO,38.200391,-121.224114,137.0,"No, on drilling wait list
",,,137.0,08/01/2015,Not sure,2015-08-18T00:00:00,Outage,Inland
145,201,08/18/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",05/01/2015,San Joaquin,Escalon,37.7953161,-121.0657023,,"No, on drilling wait list
",,,80',08/01/2015,Not sure,2015-08-18T00:00:00,Outage,Inland
146,202,08/21/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",08/19/2015,San Joaquin,Oakdale,37.826673,-120.943117,,"No, lowered pump
",,,,08/20/2015,It's no longer producing any water,2015-08-21T00:00:00,Outage,Inland
147,203,08/21/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
,Well is catching air, have to wait to be able to pump.
",08/01/2015,San Joaquin,STOCKTON,38.0026091,-121.222462,118',"no, lowerd pump to bottom
",,,118.0,08/01/2015,,2015-08-21T00:00:00,Outage,Inland
148,204,08/21/2015,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2015,San Joaquin,STOCKTON,38.04441,-121.236958,90',"No, getting water from our neighbors with a hose
,No, on drilling wait list
",,,90.0,07/01/2015,It's no longer producing any water,2015-08-21T00:00:00,Outage,Inland
149,207,08/06/2014,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
,Reduction in water quality
",07/25/2014,Sacramento,Rancho Murieta,38.4909152,-121.0902221,,"No, trucking in water
",,,,,,2014-08-06T00:00:00,Outage,Inland
150,208,08/18/2015,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",08/10/2015,Alameda,Castro Valley,37.726664,-122.036024,80',"Yes, lowered the pump bowl
,No, trucking in water
",,,,,,2015-08-18T00:00:00,Resolved,Coastal
151,209,09/12/2014,Outage,Dry well (groundwater),Household,owner-occupied,"Reduction in water quality
,Measured water level and told well would only last 4 to 6 months
",09/11/2014,San Joaquin,Escalon,37.8421712,-120.9768573,,"No, on drilling wait list
,Unable to finance new well, but not dry yet.
",,,Well owner may know.,,Not sure,2014-09-12T00:00:00,Outage,Inland
152,210,10/03/2014,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",08/18/2014,San Bernardino,Lytle Creek,34.2642282,-117.5037278,24 feet,"No, trucking in water
,Awaiting approval from Forest Service to install new residential well
",,,24 feet,,It's no longer producing any water,2014-10-03T00:00:00,Outage,Southern
153,211,10/03/2014,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",03/06/2014,San Bernardino,Lytle Creek,34.23958260000001,-117.4989921,10-15 feet,"No, trucking in water
,Submitted well permit application to DEHS. Switched well drillers, waiting for new driller to submit application.
",,,10-15 feet,,It's no longer producing any water,2014-10-03T00:00:00,Outage,Southern
154,212,10/15/2014,Resolved,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
,Well is catching air, have to wait to be able to pump.
",06/09/2014,Glenn,ORLAND,39.758321,-122.125039,119.0,"Yes, lowered the pump bowl
",,,83.0,06/09/2014,Not sure,2014-10-15T00:00:00,Resolved,Inland
155,213,09/22/2014,Undefined,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",06/01/2014,Glenn,ARTOIS,39.6672976,-122.2531479,180.0,"WILL BE APPLYING FOR WELL PERMIT AND CONTACTING DRILLER
",,,,,It's no longer producing any water,2014-09-22T00:00:00,Outage,Inland
156,214,10/28/2014,Outage,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/01/2014,Glenn,ORLAND,39.672908,-122.251203,150.0,"No, getting water from our neighbors with a hose
",,,PUMP SET 140 FEET,,It's no longer producing any water,2014-10-28T00:00:00,Outage,Inland
157,215,09/18/2014,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
,Well is catching air, have to wait to be able to pump.
",08/15/2014,Glenn,ORLAND,39.68201,-122.257772,180.0,"Yes, lowered the pump bowl
",,,,01/01/2011,"WHEN WATER WAS GOING, REDUCED ABOUT 10%",2014-09-18T00:00:00,Resolved,Inland
158,216,09/18/2014,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",07/01/2014,Glenn,ORLAND,39.6803478,-122.0640938,200.0,"Yes, drilled replacement well
",$11000+,,,08/01/2014,Not sure,2014-09-18T00:00:00,Resolved,Inland
159,217,09/16/2014,Undefined,Dry well (groundwater),Combination of Household/Agriculture,owner-occupied,"Well is dry (no longer producing water)
,Well is pumping sand, muddy water.
",09/15/2014,Glenn,ORLAND,39.712805,-122.179521,120.0,"WAITING FOR SILVA TO COME CHECK WELL; BOTTLED WATER FOR DRINKING AND COOKING
",,,N/A,,"It's no longer producing any ; ONE WELL DRY, OTHER REDUCED TO 50%.  USED TO RUN 8 TAPS AT ONCE, NOW CAN ONLY RUN ONE TAP AT A TIME.",2014-09-16T00:00:00,Outage,Inland
160,218,09/12/2014,Resolved,Dry well (groundwater),Combination of Household/Agriculture,owner-occupied,"Reduction in water pressure, lower flows.
,Well is catching air, have to wait to be able to pump.
",08/01/2014,Glenn,ORLAND,39.734431,-122.186277,52.0,"Yes, lowered the pump bowl
",1577.0,,50.0,,YES--60% REDUCTION,2014-09-12T00:00:00,Resolved,Inland
161,219,08/27/2014,Resolved,Dry well (groundwater),Other: School,SCHOOL,"Reduction in water pressure, lower flows.
,Reduction in water quality
,Well is catching air, have to wait to be able to pump.
",06/30/2014,Glenn,ORLAND,39.77082559999999,-122.1596289,,"Yes, lowered the pump bowl
",N/A,,"WAS 84', DROPPED TO 120'",,,2014-08-27T00:00:00,Resolved,Inland
162,220,10/15/2014,Outage,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",09/15/2014,Glenn,ORLAND,39.7730867,-122.1596323,180.0,"No, on drilling wait list
",,,91.0,,"Yes, about a 30-40% reduction",2014-10-15T00:00:00,Outage,Inland
163,221,06/02/2015,Undefined,Dry well (groundwater),Combination of Household/Agriculture,owner-occupied,"Well is dry (no longer producing water)
",06/01/2015,Glenn,ORLAND,39.777468,-122.268765,275.0,"
",,,,,"NO WATER, MAY BE PUMP ONLY",2015-06-02T00:00:00,Outage,Inland
164,222,10/15/2014,Resolved,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
",09/08/2014,Glenn,ORLAND,39.790045,-122.18026,100.0,"Yes, lowered the pump bowl
",,,97.0,09/08/2014,"Yes, about a 20-30% reduction",2014-10-15T00:00:00,Resolved,Inland
165,223,09/16/2014,Undefined,Dry well (groundwater),Household,owner-occupied,"Reduction in water pressure, lower flows.
,Well is catching air, have to wait to be able to pump.
",09/15/2014,Glenn,ORLAND,39.7568709,-122.213524,,"SEE BELOW
",,,,,50+%,2014-09-16T00:00:00,Outage,Inland
166,224,09/17/2014,Undefined,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",09/10/2014,Glenn,ORLAND,39.7944403,-122.1978821,100.0,"NO
",,,95.0,09/12/2014,,2014-09-17T00:00:00,Outage,Inland
167,226,09/17/2014,Resolved,Dry well (groundwater),Household,renter-occupied,"Well is pumping sand, muddy water.
",04/01/2014,Glenn,ORLAND,39.7217468,-122.1833664,30.0,"CONNECTED RENTAL TO MAIN HOUSE WELL
",,,,,,2014-09-17T00:00:00,Resolved,Inland
168,227,08/27/2014,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is pumping sand, muddy water.
",08/09/2014,Glenn,ORLAND,39.7471032,-122.1584822,,"Yes, lowered the pump bowl
",100.0,,"50 PREVIOUSLY, NOW LOWERED TO 70",,,2014-08-27T00:00:00,Resolved,Inland
169,228,09/12/2014,Resolved,Dry well (groundwater),Household,owner-occupied,"BURNT UP PUMP
",08/15/2014,Glenn,ORLAND,39.7112089,-122.13145,,"Yes, lowered the pump bowl
",,,,,,2014-09-12T00:00:00,Resolved,Inland
170,229,09/22/2014,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/01/2014,Glenn,Orland,39.698516,-122.179115,NEW WELL 200 FT,"Yes, drilled replacement well
",7500.0,,80.0,07/28/2014,Not sure,2014-09-22T00:00:00,Resolved,Inland
171,230,08/27/2014,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is catching air, have to wait to be able to pump.
",07/15/2014,Glenn,Orland,39.723264,-122.138486,"WAS 150, NOW 180","Yes, lowered the pump bowl
",,,"WAS 50, NOW 100",,"YES, BUT NOT SURE HOW MUCH",2014-08-27T00:00:00,Resolved,Inland
172,231,08/21/2014,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",04/15/2014,Glenn,ORLAND,33.9865226,-118.3681788,OLD WELL: 58   NEW WELL: 58,"Yes, drilled replacement well
",,,OLD WELL:  68  NEW WELL: 201,07/25/2014,It's no longer producing any water,2014-08-21T00:00:00,Resolved,Inland
