"","page_num","gsp_id","file_path","file_name","admin","basin_plan","sust_criteria","monitoring_networks","projects_mgmt_actions","is_comment","is_reference"
"103",4,"0012","Multipurpose_Files/portal_files//v2_gsp_num_id_0012.txt","v2_gsp_num_id_0012.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"104",4,"0015","Multipurpose_Files/portal_files//v1_gsp_num_id_0015.txt","v1_gsp_num_id_0015.txt",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"105",4,"0015","Multipurpose_Files/portal_files//v2_gsp_num_id_0015.txt","v2_gsp_num_id_0015.txt",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"106",4,"0019","Multipurpose_Files/portal_files//v1_gsp_num_id_0019.txt","v1_gsp_num_id_0019.txt",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"107",4,"0021","Multipurpose_Files/portal_files//v2_gsp_num_id_0021.txt","v2_gsp_num_id_0021.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"108",4,"0036","Multipurpose_Files/portal_files//v2_gsp_num_id_0036.txt","v2_gsp_num_id_0036.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"109",4,"0044","Multipurpose_Files/portal_files//v2_gsp_num_id_0044.txt","v2_gsp_num_id_0044.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"110",4,"0054","Multipurpose_Files/portal_files//v2_gsp_num_id_0054.txt","v2_gsp_num_id_0054.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"111",4,"0070","Multipurpose_Files/portal_files//v1_gsp_num_id_0070.txt","v1_gsp_num_id_0070.txt",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"112",4,"0071","Multipurpose_Files/portal_files//v1_gsp_num_id_0071.txt","v1_gsp_num_id_0071.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"113",4,"0077","Multipurpose_Files/portal_files//v1_gsp_num_id_0077.txt","v1_gsp_num_id_0077.txt",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"114",4,"0082","Multipurpose_Files/portal_files//v1_gsp_num_id_0082.txt","v1_gsp_num_id_0082.txt",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"115",4,"0083","Multipurpose_Files/portal_files//v1_gsp_num_id_0083.txt","v1_gsp_num_id_0083.txt",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"116",4,"0086","Multipurpose_Files/portal_files//v1_gsp_num_id_0086.txt","v1_gsp_num_id_0086.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"117",4,"0089","Multipurpose_Files/portal_files//v1_gsp_num_id_0089.txt","v1_gsp_num_id_0089.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"118",4,"0099","Multipurpose_Files/portal_files//v1_gsp_num_id_0099.txt","v1_gsp_num_id_0099.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"119",4,"0101","Multipurpose_Files/portal_files//v1_gsp_num_id_0101.txt","v1_gsp_num_id_0101.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"120",4,"0111","Multipurpose_Files/portal_files//v1_gsp_num_id_0111.txt","v1_gsp_num_id_0111.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"121",4,"0117","Multipurpose_Files/portal_files//v1_gsp_num_id_0117.txt","v1_gsp_num_id_0117.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
