pattern,entity_type,match,notes
journal|periodical|proceedings,Non_institutional,regex,"journals/periodicals are references, not the research org"
woodard_curran,Consultant,regex,catches i_woodard_curran and woodard_curran_provost_pritchard fragments
luhdorff,Consultant,regex,LSCE variants incl davids_engineering_luhdorff
scalmanini,Consultant,regex,LSCE variants
provost_pri,Consultant,regex,provost_pritchard and misspelling provost_prichard and pumpage_ fragment
dudek,Consultant,regex,""
fugro,Consultant,regex,fugro fugro_west fugro_consultants
kennedy_jenks,Consultant,regex,""
gsi_water_solutions,Consultant,regex,""
geosyntec,Consultant,regex,geosyntec_consultants geosyntec_brown
hydrometrics,Consultant,regex,""
larry_walker_associates,Consultant,regex,not bare larry_walker (that appears in larry_walker_study report refs)
west_yost,Consultant,regex,""
wood_rodgers,Consultant,regex,""
brown_and_caldwell,Consultant,regex,""
carollo,Consultant,regex,carollo_engineers
stantec,Consultant,regex,""
aecom,Consultant,regex,geoscience_aecom variants
rmc_water,Consultant,regex,rmc_water_and_environment
davids_engineering,Consultant,regex,currently mislabeled District
jacobs_engineering,Consultant,regex,""
balance_hydrologics,Consultant,regex,""
ramboll,Consultant,regex,""
rincon_consultants,Consultant,regex,require _consultants; bare rincon is a place
montgomery_associates,Consultant,exact,""
montgomery_engineers,Consultant,exact,""
james_m_montgomery_consulting_engineers,Consultant,exact,""
montgomery,Consultant,exact,bare token currently Nonsense; exact only to avoid place/surname collisions
todd_groundwater,Consultant,exact,exact only; regex would grab the KCWA join fragment
eki,Consultant,exact,short acronym; exact only
gei,Consultant,exact,short acronym; exact only (data_management_system_hosting_gei stays Data_System)
kearns_west,Consultant,exact,facilitation/consulting firm
provost,Consultant,exact,bare token currently Nonsense
pritchard,Consultant,exact,bare token currently Nonsense
woodard,Consultant,exact,bare token currently Nonsense
nature_conservancy,NGO,regex,catches _notes _figure n_a_ tmdl_ fragments
environmental_defense_fund,NGO,regex,catches considered_ and _t10000 fragments
sierra_club,NGO,regex,delta/mineral_king/sacramento group variants and san_francisco_
clean_water_action,NGO,regex,""
freshwater_trust,NGO,regex,""
community_water_center,NGO,regex,""
local_government_commission,NGO,regex,currently mislabeled Group
natural_resources_defense_council,NGO,regex,currently mislabeled Group
audubon_society,NGO,regex,national/morro_coast/sacramento chapters; avoids ndvi_audubon Technical string
river_partners,NGO,regex,canonical GSP-relevant NGO (future-proof)
point_blue,NGO,regex,point_blue_conservation_science (future-proof)
defenders_of_wildlife,NGO,regex,future-proof
earthjustice,NGO,regex,future-proof
california_trout,NGO,regex,future-proof
planning_and_conservation_league,NGO,regex,future-proof
trout_unlimited,NGO,exact,exact so the deer_creek instream-flow project stays Water_Project
projects_trout_unlimited,NGO,exact,""
ducks_unlimited,NGO,exact,exact so ducks_unlimited_wetland_inventory stays Data_System
american_rivers,NGO,exact,exact so american_rivers_total_outflow gauge stays Natural_Feature
american_rivers_sacramento,NGO,exact,""
nrdc,NGO,exact,""
clean_water_fund,NGO,exact,""
audubon,NGO,exact,""
audubon_california,NGO,exact,currently mislabeled State_Gov
institute_for_fisheries_resources,NGO,exact,advocacy/research nonprofit
university_of_,Research,regex,UC campuses out-of-state universities and OCR-misspelled univ_of_califor
uc_davis,Research,regex,""
state_university,Research,regex,CSU/other state universities (stanislaus sacramento humboldt channel_islands)
csu_,Research,regex,csu_fresno_foundation
cal_poly,Research,regex,cal_poly and cal_poly_itrc variants
pacific_institute,Research,regex,water policy think tank (future-proof)
public_policy_institute,Research,regex,PPIC
research_center,Research,regex,ITRC and other university research centers
research_institute,Research,regex,desert_research_institute national_water_research_institute
cooperative_extension,Research,regex,UC Cooperative Extension outreach/research
ucla,Research,exact,""
ppic,Research,exact,""
stanford,Research,exact,exact so stanford_vina_irrigation_dam stays Infrastructure
stanford_university,Research,exact,""
leland_stanford_junior_university,Research,exact,""
energy_resources_engineering_stanford_university,Research,exact,""
scripps_institution_of_oceanography,Research,exact,exact so scripps_orbit GPS array stays Infrastructure
national_academy_of_sciences,Research,exact,""
la_sierra_university,Research,exact,""
university_ag_extension,Research,exact,""
2800_acres_recharge_facility,Non_institutional,exact,gaz:water_infrastructure_dictionary
a_d_edmonston_pumping_plant,Non_institutional,exact,gaz:water_infrastructure_dictionary
acwa,NGO,exact,gaz:water_entity_dictionary
acwd,Institutional_other,exact,gaz:water_entity_dictionary
agua_caliente_band_of_cahuilla_indians,Institutional_other,exact,gaz:water_entity_dictionary
air_resources_board,Institutional_other,exact,gaz:water_entity_dictionary
alameda_county_water_district,GSA,exact,gaz:water_gsa_dictionary
alameda_county_water_district_gsa,GSA,exact,gaz:water_gsa_dictionary
alamo_river,Non_institutional,exact,gaz:water_bodies_dictionary
aliso_water_district,GSA,exact,gaz:water_gsa_dictionary
aliso_water_district_gsa,GSA,exact,gaz:water_gsa_dictionary
all_american_canal,Non_institutional,exact,gaz:water_infrastructure_dictionary
almaden_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
almaden_reservoir,Non_institutional,exact,gaz:water_infrastructure_dictionary
alpaugh,GSA,exact,gaz:water_gsa_dictionary
alpaugh_gsa,GSA,exact,gaz:water_gsa_dictionary
amador_county_groundwater_management_authority,GSA,exact,gaz:water_gsa_dictionary
amador_county_groundwater_management_authority_gsa,GSA,exact,gaz:water_gsa_dictionary
american_river,Non_institutional,exact,gaz:water_bodies_dictionary
american_river_flood_control_project,Non_institutional,exact,gaz:water_infrastructure_dictionary
american_rivers,NGO,exact,gaz:water_entity_dictionary
anderson_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
anderson_reservoir_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
antelope_valley_basin,Non_institutional,exact,gaz:water_bodies_dictionary
antelope_valley_east_kern_water_agency,Institutional_other,exact,gaz:water_entity_dictionary
antelope_valley_groundwater_basin,Non_institutional,exact,gaz:water_bodies_dictionary
antelope_valley_water_bank,Non_institutional,exact,gaz:water_infrastructure_dictionary
army_corps_of_engineers,Institutional_other,exact,gaz:water_entity_dictionary
arroyo_santa_rosa_valley_basin,GSA,exact,gaz:water_gsa_dictionary
arroyo_santa_rosa_valley_basin_gsa,GSA,exact,gaz:water_gsa_dictionary
arroyo_seco,GSA,exact,gaz:water_gsa_dictionary
arroyo_seco_gsa,GSA,exact,gaz:water_gsa_dictionary
arroyo_seco_gsa_1,GSA,exact,gaz:water_gsa_dictionary
arvin,GSA,exact,gaz:water_gsa_dictionary
arvin_edison_banking,Non_institutional,exact,gaz:water_infrastructure_dictionary
arvin_edison_groundwater_storage,Non_institutional,exact,gaz:water_infrastructure_dictionary
arvin_edison_water_storage_program,Non_institutional,exact,gaz:water_infrastructure_dictionary
arvin_gsa,GSA,exact,gaz:water_gsa_dictionary
association_of_california_water_agencies,NGO,exact,gaz:water_entity_dictionary
atascadero_basin,GSA,exact,gaz:water_gsa_dictionary
atascadero_basin_gsa,GSA,exact,gaz:water_gsa_dictionary
auburn_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
auburn_dam_site,Non_institutional,exact,gaz:water_infrastructure_dictionary
auburn_folsom_south_unit,Non_institutional,exact,gaz:water_infrastructure_dictionary
audubon_california,NGO,exact,gaz:water_entity_dictionary
audubon_society,NGO,exact,gaz:water_entity_dictionary
avek,Institutional_other,exact,gaz:water_entity_dictionary
avek_water_bank,Non_institutional,exact,gaz:water_infrastructure_dictionary
badger_hill_pumping_plant,Non_institutional,exact,gaz:water_infrastructure_dictionary
baldwin_hills_conservancy,Institutional_other,exact,gaz:water_entity_dictionary
banks_pumping_plant,Non_institutional,exact,gaz:water_infrastructure_dictionary
banta_carbona_irrigation_district,GSA,exact,gaz:water_gsa_dictionary
banta_carbona_irrigation_district_gsa,GSA,exact,gaz:water_gsa_dictionary
bay_area_irwm,Non_institutional,exact,gaz:water_entity_dictionary
bay_delta,Non_institutional,exact,gaz:water_bodies_dictionary
bear_river,Non_institutional,exact,gaz:water_bodies_dictionary
bear_valley_basin,GSA,exact,gaz:water_gsa_dictionary
bear_valley_basin_gsa,GSA,exact,gaz:water_gsa_dictionary
beardsley_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
beardsley_reservoir,Non_institutional,exact,gaz:water_infrastructure_dictionary
bedford_coldwater_subbasin,GSA,exact,gaz:water_gsa_dictionary
bedford_coldwater_subbasin_gsa,GSA,exact,gaz:water_gsa_dictionary
berrenda_mesa_banking,Non_institutional,exact,gaz:water_infrastructure_dictionary
berrenda_mesa_water_bank,Non_institutional,exact,gaz:water_infrastructure_dictionary
berryessa_reservoir,Non_institutional,exact,gaz:water_bodies_dictionary
bia,Institutional_other,exact,gaz:water_entity_dictionary
big_chico_creek,Non_institutional,exact,gaz:water_bodies_dictionary
big_pine_paiute_tribe_of_the_owens_valley,Institutional_other,exact,gaz:water_entity_dictionary
big_sur_river,Non_institutional,exact,gaz:water_bodies_dictionary
big_tujunga_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
big_valley,GSA,exact,gaz:water_gsa_dictionary
big_valley_gsa,GSA,exact,gaz:water_gsa_dictionary
biggs_west_gridley_water_district,GSA,exact,gaz:water_gsa_dictionary
biggs_west_gridley_water_district_gsa,GSA,exact,gaz:water_gsa_dictionary
bishop_paiute_tribe,Institutional_other,exact,gaz:water_entity_dictionary
black_butte_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
blm,Institutional_other,exact,gaz:water_entity_dictionary
bluestone_pumping_plant,Non_institutional,exact,gaz:water_infrastructure_dictionary
bodega_bay,Non_institutional,exact,gaz:water_bodies_dictionary
bolinas_lagoon,Non_institutional,exact,gaz:water_bodies_dictionary
boulder_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
bouquet_canyon_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
bouquet_reservoir,Non_institutional,exact,gaz:water_infrastructure_dictionary
bowman_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
bowman_lake,Non_institutional,exact,gaz:water_infrastructure_dictionary
bradbury_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
buchanan_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
buena_vista_banking_program,Non_institutional,exact,gaz:water_infrastructure_dictionary
buena_vista_pumping_plant,Non_institutional,exact,gaz:water_infrastructure_dictionary
buena_vista_water_storage_district,GSA,exact,gaz:water_gsa_dictionary
buena_vista_water_storage_district_gsa,GSA,exact,gaz:water_gsa_dictionary
bullards_bar_reservoir,Non_institutional,exact,gaz:water_bodies_dictionary
bureau_of_indian_affairs,Institutional_other,exact,gaz:water_entity_dictionary
bureau_of_land_management,Institutional_other,exact,gaz:water_entity_dictionary
bureau_of_reclamation,Institutional_other,exact,gaz:water_entity_dictionary
bureau_of_reclamation_mid_pacific_region,Institutional_other,exact,gaz:water_entity_dictionary
butte_creek,Non_institutional,exact,gaz:water_bodies_dictionary
butte_water_district,GSA,exact,gaz:water_gsa_dictionary
butte_water_district_gsa,GSA,exact,gaz:water_gsa_dictionary
butte_water_district_gsa_butte,GSA,exact,gaz:water_gsa_dictionary
butte_water_district_gsa_sutter,GSA,exact,gaz:water_gsa_dictionary
byron_bethany_irrigation_district,GSA,exact,gaz:water_gsa_dictionary
byron_bethany_irrigation_district_gsa,GSA,exact,gaz:water_gsa_dictionary
byron_bethany_irrigation_district_gsa_east_contra_costa,GSA,exact,gaz:water_gsa_dictionary
byron_bethany_irrigation_district_gsa_tracy,GSA,exact,gaz:water_gsa_dictionary
c_w_bill_jones_pumping_plant,Non_institutional,exact,gaz:water_infrastructure_dictionary
cache_creek,Non_institutional,exact,gaz:water_bodies_dictionary
cachuma_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
cachuma_operation_and_maintenance_board,Institutional_other,exact,gaz:water_entity_dictionary
cachuma_reservoir,Non_institutional,exact,gaz:water_bodies_dictionary
cahuilla_band_of_mission_indians,Institutional_other,exact,gaz:water_entity_dictionary
cal_epa,Institutional_other,exact,gaz:water_entity_dictionary
cal_fire,Institutional_other,exact,gaz:water_entity_dictionary
cal_oes,Institutional_other,exact,gaz:water_entity_dictionary
calaveras_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
calaveras_river,Non_institutional,exact,gaz:water_bodies_dictionary
calepa,Institutional_other,exact,gaz:water_entity_dictionary
calero_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
calero_reservoir,Non_institutional,exact,gaz:water_infrastructure_dictionary
calfire,Institutional_other,exact,gaz:water_entity_dictionary
california_air_resources_board,Institutional_other,exact,gaz:water_entity_dictionary
california_aqueduct,Non_institutional,exact,gaz:water_infrastructure_dictionary
california_aqueduct_east_branch,Non_institutional,exact,gaz:water_infrastructure_dictionary
california_aqueduct_west_branch,Non_institutional,exact,gaz:water_infrastructure_dictionary
california_cattlemen_s_association,NGO,exact,gaz:water_entity_dictionary
california_coastal_commission,Institutional_other,exact,gaz:water_entity_dictionary
california_delta,Non_institutional,exact,gaz:water_bodies_dictionary
california_department_of_conservation,Institutional_other,exact,gaz:water_entity_dictionary
california_department_of_fish_and_game,Institutional_other,exact,gaz:water_entity_dictionary
california_department_of_fish_and_wildlife,Institutional_other,exact,gaz:water_entity_dictionary
california_department_of_food_and_agriculture,Institutional_other,exact,gaz:water_entity_dictionary
california_department_of_forestry_and_fire_protection,Institutional_other,exact,gaz:water_entity_dictionary
california_department_of_housing_and_community_development,Institutional_other,exact,gaz:water_entity_dictionary
california_department_of_public_health,Institutional_other,exact,gaz:water_entity_dictionary
california_department_of_transportation,Institutional_other,exact,gaz:water_entity_dictionary
california_department_of_water_resources,Institutional_other,exact,gaz:water_entity_dictionary
california_department_of_water_resources_flood_operations_center,Institutional_other,exact,gaz:water_entity_dictionary
california_dwr,Institutional_other,exact,gaz:water_entity_dictionary
california_energy_commission,Institutional_other,exact,gaz:water_entity_dictionary
california_environmental_protection_agency,Institutional_other,exact,gaz:water_entity_dictionary
california_farm_bureau_federation,NGO,exact,gaz:water_entity_dictionary
california_grape_and_tree_fruit_league,NGO,exact,gaz:water_entity_dictionary
california_ibank,Institutional_other,exact,gaz:water_entity_dictionary
california_natural_resources_agency,Institutional_other,exact,gaz:water_entity_dictionary
california_office_of_emergency_services,Institutional_other,exact,gaz:water_entity_dictionary
california_public_utilities_commission,Institutional_other,exact,gaz:water_entity_dictionary
california_rice_commission,NGO,exact,gaz:water_entity_dictionary
california_state_coastal_conservancy,Institutional_other,exact,gaz:water_entity_dictionary
california_state_lands_commission,Institutional_other,exact,gaz:water_entity_dictionary
california_state_water_board,Institutional_other,exact,gaz:water_entity_dictionary
california_tahoe_conservancy,Institutional_other,exact,gaz:water_entity_dictionary
california_trout,NGO,exact,gaz:water_entity_dictionary
california_water_commission,Institutional_other,exact,gaz:water_entity_dictionary
california_waterfowl_association,NGO,exact,gaz:water_entity_dictionary
california_wildlife_conservation_board,Institutional_other,exact,gaz:water_entity_dictionary
calleguas_municipal_water_district,Institutional_other,exact,gaz:water_entity_dictionary
calleguas_mwd,Institutional_other,exact,gaz:water_entity_dictionary
caltrans,Institutional_other,exact,gaz:water_entity_dictionary
caltrout,NGO,exact,gaz:water_entity_dictionary
camanche_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
camanche_reservoir,Non_institutional,exact,gaz:water_bodies_dictionary
camanche_reservoir_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
camp_far_west_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
camp_far_west_reservoir,Non_institutional,exact,gaz:water_infrastructure_dictionary
camrosa_water_district,GSA,exact,gaz:water_gsa_dictionary
camrosa_water_district_gsa,GSA,exact,gaz:water_gsa_dictionary
camrosa_water_district_gsa_los_posas_valley,GSA,exact,gaz:water_gsa_dictionary
camrosa_water_district_gsa_oxnard,GSA,exact,gaz:water_gsa_dictionary
camrosa_water_district_gsa_pleasant_valley,GSA,exact,gaz:water_gsa_dictionary
canyon_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
cape_horn_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
carb,Institutional_other,exact,gaz:water_entity_dictionary
carlsbad_desalination_plant,Non_institutional,exact,gaz:water_infrastructure_dictionary
carmel_river,Non_institutional,exact,gaz:water_bodies_dictionary
carpinteria,GSA,exact,gaz:water_gsa_dictionary
carpinteria_gsa,GSA,exact,gaz:water_gsa_dictionary
carson_regional_water_recycling_plant,Non_institutional,exact,gaz:water_infrastructure_dictionary
carson_treatment_plant,Non_institutional,exact,gaz:water_infrastructure_dictionary
castac_basin,GSA,exact,gaz:water_gsa_dictionary
castac_basin_gsa,GSA,exact,gaz:water_gsa_dictionary
castaic_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
castaic_lake_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
castaic_reservoir,Non_institutional,exact,gaz:water_bodies_dictionary
cawelo_water_district,GSA,exact,gaz:water_gsa_dictionary
cawelo_water_district_gsa,GSA,exact,gaz:water_gsa_dictionary
ccc,Institutional_other,exact,gaz:water_entity_dictionary
ccwd,Institutional_other,exact,gaz:water_entity_dictionary
cda,Non_institutional,exact,gaz:water_infrastructure_dictionary
cdfa,Institutional_other,exact,gaz:water_entity_dictionary
cdffp,Institutional_other,exact,gaz:water_entity_dictionary
cdfg,Institutional_other,exact,gaz:water_entity_dictionary
cdfw,Institutional_other,exact,gaz:water_entity_dictionary
cdot,Institutional_other,exact,gaz:water_entity_dictionary
cdph,Institutional_other,exact,gaz:water_entity_dictionary
cec,Institutional_other,exact,gaz:water_entity_dictionary
cedar_springs_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
central_basin,Non_institutional,exact,gaz:water_bodies_dictionary
central_basin_groundwater_basin,Non_institutional,exact,gaz:water_bodies_dictionary
central_basin_municipal_water_district,Institutional_other,exact,gaz:water_entity_dictionary
central_basin_mwd,Institutional_other,exact,gaz:water_entity_dictionary
central_coast_regional_board,Institutional_other,exact,gaz:water_entity_dictionary
central_coast_regional_water_quality_control_board,Institutional_other,exact,gaz:water_entity_dictionary
central_contra_costa_sanitary_district,Non_institutional,exact,gaz:water_infrastructure_dictionary
central_delta_mendota,GSA,exact,gaz:water_gsa_dictionary
central_delta_mendota_gsa,GSA,exact,gaz:water_gsa_dictionary
central_delta_water_agency,GSA,exact,gaz:water_gsa_dictionary
central_delta_water_agency_gsa,GSA,exact,gaz:water_gsa_dictionary
central_kings,GSA,exact,gaz:water_gsa_dictionary
central_kings_gsa,GSA,exact,gaz:water_gsa_dictionary
central_san,Non_institutional,exact,gaz:water_infrastructure_dictionary
central_san_joaquin_water_conservation_district,GSA,exact,gaz:water_gsa_dictionary
central_san_joaquin_water_conservation_district_gsa,GSA,exact,gaz:water_gsa_dictionary
central_valley_project_water_association,NGO,exact,gaz:water_entity_dictionary
central_valley_regional_board,Institutional_other,exact,gaz:water_entity_dictionary
central_valley_regional_water_quality_control_board,Institutional_other,exact,gaz:water_entity_dictionary
cfbf,NGO,exact,gaz:water_entity_dictionary
charles_e_meyer_desalination_plant,Non_institutional,exact,gaz:water_infrastructure_dictionary
cherry_lake_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
cherry_valley_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
chesbro_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
chesbro_reservoir,Non_institutional,exact,gaz:water_infrastructure_dictionary
chino_basin,Non_institutional,exact,gaz:water_bodies_dictionary
chino_basin_desalter,Non_institutional,exact,gaz:water_infrastructure_dictionary
chino_basin_desalter_authority,Non_institutional,exact,gaz:water_infrastructure_dictionary
chino_basin_groundwater_basin,Non_institutional,exact,gaz:water_bodies_dictionary
chowchilla_river,Non_institutional,exact,gaz:water_bodies_dictionary
chowchilla_subbasin,Non_institutional,exact,gaz:water_bodies_dictionary
chowchilla_water_district,GSA,exact,gaz:water_gsa_dictionary
chowchilla_water_district_gsa,GSA,exact,gaz:water_gsa_dictionary
chumash_people,Institutional_other,exact,gaz:water_entity_dictionary
city_of_antioch,GSA,exact,gaz:water_gsa_dictionary
city_of_antioch_gsa,GSA,exact,gaz:water_gsa_dictionary
city_of_arroyo_grande,GSA,exact,gaz:water_gsa_dictionary
city_of_arroyo_grande_gsa,GSA,exact,gaz:water_gsa_dictionary
city_of_bakersfield_2800_acres_recharge_project,Non_institutional,exact,gaz:water_infrastructure_dictionary
city_of_biggs,GSA,exact,gaz:water_gsa_dictionary
city_of_biggs_gsa,GSA,exact,gaz:water_gsa_dictionary
city_of_brentwood,GSA,exact,gaz:water_gsa_dictionary
city_of_brentwood_gsa,GSA,exact,gaz:water_gsa_dictionary
city_of_coalinga,GSA,exact,gaz:water_gsa_dictionary
city_of_coalinga_gsa,GSA,exact,gaz:water_gsa_dictionary
city_of_dos_palos,GSA,exact,gaz:water_gsa_dictionary
city_of_dos_palos_gsa,GSA,exact,gaz:water_gsa_dictionary
city_of_firebaugh,GSA,exact,gaz:water_gsa_dictionary
city_of_firebaugh_gsa,GSA,exact,gaz:water_gsa_dictionary
city_of_galt,GSA,exact,gaz:water_gsa_dictionary
city_of_galt_gsa,GSA,exact,gaz:water_gsa_dictionary
city_of_gridley,GSA,exact,gaz:water_gsa_dictionary
city_of_gridley_gsa,GSA,exact,gaz:water_gsa_dictionary
city_of_gustine,GSA,exact,gaz:water_gsa_dictionary
city_of_gustine_gsa,GSA,exact,gaz:water_gsa_dictionary
city_of_hayward,GSA,exact,gaz:water_gsa_dictionary
city_of_hayward_gsa,GSA,exact,gaz:water_gsa_dictionary
city_of_la_habra,GSA,exact,gaz:water_gsa_dictionary
city_of_la_habra_gsa,GSA,exact,gaz:water_gsa_dictionary
city_of_lakeport,GSA,exact,gaz:water_gsa_dictionary
city_of_lakeport_gsa,GSA,exact,gaz:water_gsa_dictionary
city_of_lathrop,GSA,exact,gaz:water_gsa_dictionary
city_of_lathrop_gsa,GSA,exact,gaz:water_gsa_dictionary
city_of_live_oak,GSA,exact,gaz:water_gsa_dictionary
city_of_live_oak_gsa,GSA,exact,gaz:water_gsa_dictionary
city_of_lodi,GSA,exact,gaz:water_gsa_dictionary
city_of_lodi_gsa,GSA,exact,gaz:water_gsa_dictionary
city_of_los_angeles_hyperion_water_reclamation_plant,Non_institutional,exact,gaz:water_infrastructure_dictionary
city_of_los_banos,GSA,exact,gaz:water_gsa_dictionary
city_of_los_banos_gsa,GSA,exact,gaz:water_gsa_dictionary
city_of_madera,GSA,exact,gaz:water_gsa_dictionary
city_of_madera_gsa,GSA,exact,gaz:water_gsa_dictionary
city_of_manteca,GSA,exact,gaz:water_gsa_dictionary
city_of_manteca_gsa,GSA,exact,gaz:water_gsa_dictionary
city_of_marina,GSA,exact,gaz:water_gsa_dictionary
city_of_marina_gsa,GSA,exact,gaz:water_gsa_dictionary
city_of_marysville,GSA,exact,gaz:water_gsa_dictionary
city_of_marysville_gsa,GSA,exact,gaz:water_gsa_dictionary
city_of_mendota,GSA,exact,gaz:water_gsa_dictionary
city_of_mendota_gsa,GSA,exact,gaz:water_gsa_dictionary
city_of_newman,GSA,exact,gaz:water_gsa_dictionary
city_of_newman_gsa,GSA,exact,gaz:water_gsa_dictionary
city_of_paso_robles,GSA,exact,gaz:water_gsa_dictionary
city_of_paso_robles_gsa,GSA,exact,gaz:water_gsa_dictionary
city_of_patterson,GSA,exact,gaz:water_gsa_dictionary
city_of_patterson_gsa,GSA,exact,gaz:water_gsa_dictionary
city_of_pomona,GSA,exact,gaz:water_gsa_dictionary
city_of_pomona_gsa,GSA,exact,gaz:water_gsa_dictionary
city_of_san_luis_obispo,GSA,exact,gaz:water_gsa_dictionary
city_of_san_luis_obispo_gsa,GSA,exact,gaz:water_gsa_dictionary
city_of_stockton,GSA,exact,gaz:water_gsa_dictionary
city_of_stockton_gsa,GSA,exact,gaz:water_gsa_dictionary
city_of_tracy,GSA,exact,gaz:water_gsa_dictionary
city_of_tracy_gsa,GSA,exact,gaz:water_gsa_dictionary
city_of_tulelake,GSA,exact,gaz:water_gsa_dictionary
city_of_tulelake_gsa,GSA,exact,gaz:water_gsa_dictionary
city_of_vacaville,GSA,exact,gaz:water_gsa_dictionary
city_of_vacaville_gsa,GSA,exact,gaz:water_gsa_dictionary
city_of_yuba_city,GSA,exact,gaz:water_gsa_dictionary
city_of_yuba_city_gsa,GSA,exact,gaz:water_gsa_dictionary
clair_engle_lake_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
claude_lewis_carlsbad_desalination_plant,Non_institutional,exact,gaz:water_infrastructure_dictionary
clay_water_district,GSA,exact,gaz:water_gsa_dictionary
clay_water_district_gsa,GSA,exact,gaz:water_gsa_dictionary
clear_lake,Non_institutional,exact,gaz:water_bodies_dictionary
clifton_court_forebay,Non_institutional,exact,gaz:water_infrastructure_dictionary
cnra,Institutional_other,exact,gaz:water_entity_dictionary
coachella_basin,Non_institutional,exact,gaz:water_bodies_dictionary
coachella_canal,Non_institutional,exact,gaz:water_infrastructure_dictionary
coachella_valley_groundwater_basin,Non_institutional,exact,gaz:water_bodies_dictionary
coachella_valley_mountains_conservancy,Institutional_other,exact,gaz:water_entity_dictionary
coachella_valley_water_district,GSA,exact,gaz:water_gsa_dictionary
coachella_valley_water_district_gsa,GSA,exact,gaz:water_gsa_dictionary
coachella_valley_water_district_gsa_indio,GSA,exact,gaz:water_gsa_dictionary
coachella_valley_water_district_gsa_mission_creek,GSA,exact,gaz:water_gsa_dictionary
coachella_water_authority,GSA,exact,gaz:water_gsa_dictionary
coachella_water_authority_gsa,GSA,exact,gaz:water_gsa_dictionary
coast_miwok,Institutional_other,exact,gaz:water_entity_dictionary
coastal_branch,Non_institutional,exact,gaz:water_infrastructure_dictionary
coastal_branch_aqueduct,Non_institutional,exact,gaz:water_infrastructure_dictionary
